FECHA,LINEA,TURNO,EQUIPO,DAÑO,RAZON,TIEMPO,FRECUENCIA,AÑO,MES,,,,,,
24/01/2024,A2,,BANDAS TRANSP. DE ENVASE - CEDIS,cliper daña caja y rompe envase generando aceite e,cliper daña caja y rompe envase generando aceite en la banda,135,1,2024,ENERO,,24/01/2024,A2,BANDAS TRANSP. DE ENVASE - CEDIS,cliper daña caja y rompe envase generando aceite e,cliper daña caja y rompe envase generando aceite en la banda
24/01/2024,Bidones,,BANDA TRANSPORTADORAS ENVASE - CEDIS,clipper daña caja y botella generando derrame,clipper daña caja y botella generando derrame se cambia banda,135,1,2024,ENERO,,24/01/2024,Bidones,BANDA TRANSPORTADORAS ENVASE - CEDIS,clipper daña caja y botella generando derrame,clipper daña caja y botella generando derrame se cambia banda
24/01/2024,Krupp No1,,BOMBA DE RECIRCULACIÓN DEL CHILLER CARRIER,Daño bomba de recirculación chiller ALFRIO Soplado,"Daño bomba de recirculación chiller ALFRIO Soplado, se hace cambio de motor",254,1,2024,ENERO,,24/01/2024,Krupp No1,BOMBA DE RECIRCULACIÓN DEL CHILLER CARRIER,Daño bomba de recirculación chiller ALFRIO Soplado,"Daño bomba de recirculación chiller ALFRIO Soplado, se hace cambio de motor"
24/01/2024,,,,Limpieza de cabezal,Limpieza de cabezal,31,1,2024,ENERO,,24/01/2024,Krupp No1,BOMBA DE RECIRCULACIÓN DEL CHILLER CARRIER,Limpieza de cabezal,Limpieza de cabezal
24/01/2024,Krupp No2,,SOPLADORA KRUPP N°2,Daño motor bomba recirculación Chiller ALFRIO Sopl,Fue necesario cambiar el motor por daño eléctrico,250,1,2024,ENERO,,24/01/2024,Krupp No2,SOPLADORA KRUPP N°2,Daño motor bomba recirculación Chiller ALFRIO Sopl,Fue necesario cambiar el motor por daño eléctrico
24/01/2024,Krupp No2,,SOPLADORA KRUPP N°2,Montaje bomba recirculación chiller ALFRIO Soplado,Faltaba colocarle la tapa a la bornera,20,1,2024,ENERO,,24/01/2024,Krupp No2,SOPLADORA KRUPP N°2,Montaje bomba recirculación chiller ALFRIO Soplado,Faltaba colocarle la tapa a la bornera
24/01/2024,SBO2F,,SOPLADORA SBO2F,Daño motor bomba recirculación Chiller ALFRIO Sopl,"Daño de motor, fue reemplazado por otro",301,1,2024,ENERO,,24/01/2024,SBO2F,SOPLADORA SBO2F,Daño motor bomba recirculación Chiller ALFRIO Sopl,"Daño de motor, fue reemplazado por otro"
25/01/2024,Krupp No1,,SISTEMA DE VACIO,Falla en sistema de vacío,Se dispara disyuntor por obstrucción en tubería del sistema del vacío. se estuvo consumiendo remolido 100%,48,2,2024,ENERO,,25/01/2024,Krupp No1,SISTEMA DE VACIO,Falla en sistema de vacío,Se dispara disyuntor por obstrucción en tubería del sistema del vacío. se estuvo consumiendo remolido 100%
25/01/2024,Krupp No1,,SOPLADORA KRUPP N°1,Falla en computador de la máquina,Se borraron los parámetros guardados en la aplicación del computador,60,1,2024,ENERO,,25/01/2024,Krupp No1,SOPLADORA KRUPP N°1,Falla en computador de la máquina,Se borraron los parámetros guardados en la aplicación del computador
25/01/2024,,,,Limpieza de cabezal por fuga de material,Limpieza de cabezal,43,2,2024,ENERO,,25/01/2024,Krupp No1,SOPLADORA KRUPP N°1,Limpieza de cabezal por fuga de material,Limpieza de cabezal
25/01/2024,Krupp No2,,SISTEMA DE VACIO,Falla eléctrica en disyuntor,Se dispara disyuntor por obstrucción en tubería del sistema del vacío. se estuvo consumiendo remolido 100%,36,1,2024,ENERO,,25/01/2024,Krupp No2,SISTEMA DE VACIO,Falla eléctrica en disyuntor,Se dispara disyuntor por obstrucción en tubería del sistema del vacío. se estuvo consumiendo remolido 100%
25/01/2024,Krupp No2,,SISTEMA DE VACIO,Falla en sistema de vacío,Se dispara disyuntor por obstrucción en tubería del sistema del vacío. se estuvo consumiendo remolido 100%,16,1,2024,ENERO,,25/01/2024,Krupp No2,SISTEMA DE VACIO,Falla en sistema de vacío,Se dispara disyuntor por obstrucción en tubería del sistema del vacío. se estuvo consumiendo remolido 100%
25/01/2024,Krupp No2,,SOPLADORA KRUPP N°2,Falla eléctrica de relé subida de postizos,Los postizos no suben por falla eléctrica,60,1,2024,ENERO,,25/01/2024,Krupp No2,SOPLADORA KRUPP N°2,Falla eléctrica de relé subida de postizos,Los postizos no suben por falla eléctrica
26/01/2024,A2,,CONTROLADOR DE PESO A2,sistema desenergizado,sistema desenergizado,70,1,2024,ENERO,,26/01/2024,A2,CONTROLADOR DE PESO A2,sistema desenergizado,sistema desenergizado
26/01/2024,Bidones,,BOMBA DE ALIMENTACIÓN BIDONES,daño en tablero de control en sala de envase,daño en tablero de control: bomba no encendía y las válvulas a los tanques si estaban abiertas,25,1,2024,ENERO,,26/01/2024,Bidones,BOMBA DE ALIMENTACIÓN BIDONES,daño en tablero de control en sala de envase,daño en tablero de control: bomba no encendía y las válvulas a los tanques si estaban abiertas
26/01/2024,,,,Limpieza de cabezal por fuga de material,Limpieza de cabezal,13,1,2024,ENERO,,26/01/2024,Bidones,BOMBA DE ALIMENTACIÓN BIDONES,Limpieza de cabezal por fuga de material,Limpieza de cabezal
26/01/2024,Krupp No2,,SOPLADORA KRUPP N°2,Montaje de reistencia en zona 6,"Ausencia de resistencia en zona 6, se colocó un nueva resistencia",90,1,2024,ENERO,,26/01/2024,Krupp No2,SOPLADORA KRUPP N°2,Montaje de reistencia en zona 6,"Ausencia de resistencia en zona 6, se colocó un nueva resistencia"
26/01/2024,SBO6,,SOPLADORA SBO6,Falla electroválvula de presoplado y soplado puest,Se hace mantenimiento por presentar acumulación de agua internamente,185,1,2024,ENERO,,26/01/2024,SBO6,SOPLADORA SBO6,Falla electroválvula de presoplado y soplado puest,Se hace mantenimiento por presentar acumulación de agua internamente
26/01/2024,SBO6,,SOPLADORA SBO6,Falla sensor paso de máquina,Tope de elongación se encontraba desajustado y el sensor no leia,120,1,2024,ENERO,,26/01/2024,SBO6,SOPLADORA SBO6,Falla sensor paso de máquina,Tope de elongación se encontraba desajustado y el sensor no leia
26/01/2024,SBO6,,SOPLADORA SBO6,Fuga de agua por conector puestos 3 y 4,Conectores de fondo molde desajustados,20,1,2024,ENERO,,26/01/2024,SBO6,SOPLADORA SBO6,Fuga de agua por conector puestos 3 y 4,Conectores de fondo molde desajustados
27/01/2024,,,,Limpieza de cabezal por fuga de material,Limpieza de cabezal por el técnico,27,1,2024,ENERO,,27/01/2024,SBO6,SOPLADORA SBO6,Limpieza de cabezal por fuga de material,Limpieza de cabezal por el técnico
27/01/2024,,,,Limpieza de cabezal por fuga de material,Limpieza de cabezal por soldadores,26,1,2024,ENERO,,27/01/2024,SBO6,SOPLADORA SBO6,Limpieza de cabezal por fuga de material,Limpieza de cabezal por soldadores
27/01/2024,Krupp No2,,SOPLADORA KRUPP N°2,Golpe en apertura de molde,Tornillos de sujeción desajustados y con ausencias de tornillos,72,1,2024,ENERO,,27/01/2024,Krupp No2,SOPLADORA KRUPP N°2,Golpe en apertura de molde,Tornillos de sujeción desajustados y con ausencias de tornillos
27/01/2024,Linea 1 Sólidos Barranquilla,,COMPRESOR VILTER No1,fallo de comunicacion y daño ne potenciometro,fallo de comunicacion y daño ne potenciometro,250,1,2024,ENERO,,27/01/2024,Linea 1 Sólidos Barranquilla,COMPRESOR VILTER No1,fallo de comunicacion y daño ne potenciometro,fallo de comunicacion y daño ne potenciometro
27/01/2024,SBO6,,SOPLADORA SBO6,Daño lamparas infrarrojas de horno,Se rompen dos lamparas por acumulación de preformas horno,39,1,2024,ENERO,,27/01/2024,SBO6,SOPLADORA SBO6,Daño lamparas infrarrojas de horno,Se rompen dos lamparas por acumulación de preformas horno
27/01/2024,SBO6,,SOPLADORA SBO6,Daño rodamiento lineal de fondo puesto 1,Se hace cambio de rodamiento lineal por uno nuevo,54,1,2024,ENERO,,27/01/2024,SBO6,SOPLADORA SBO6,Daño rodamiento lineal de fondo puesto 1,Se hace cambio de rodamiento lineal por uno nuevo
28/01/2024,A1,,CHILLER,DISPARO CHILLER,DISPARO TERMICO,15,1,2024,ENERO,,28/01/2024,A1,CHILLER,DISPARO CHILLER,DISPARO TERMICO
29/01/2024,Krupp No2,,SOPLADORA KRUPP N°2,Daño en calibrador hidráulico,Fuga de aceite porque se salió vástago del calibrador,136,1,2024,ENERO,,29/01/2024,Krupp No2,SOPLADORA KRUPP N°2,Daño en calibrador hidráulico,Fuga de aceite porque se salió vástago del calibrador
29/01/2024,Krupp No2,,SOPLADORA KRUPP N°2,Instalación de acrilico de seguridad derecho,Este acrílico se habia partido en días anteriores en un montaje de molde,60,1,2024,ENERO,,29/01/2024,Krupp No2,SOPLADORA KRUPP N°2,Instalación de acrilico de seguridad derecho,Este acrílico se habia partido en días anteriores en un montaje de molde
29/01/2024,Linea 1 Sólidos Barranquilla,,EMPACADORA SIG L1,MAQUINA DESENERGIZADA,MAQUINA DESENERGIZADA,60,1,2024,ENERO,,29/01/2024,Linea 1 Sólidos Barranquilla,EMPACADORA SIG L1,MAQUINA DESENERGIZADA,MAQUINA DESENERGIZADA
29/01/2024,SBO2F,,COMPRESOR DE ALTA 4-HA-4LT,"Falla presión del equipo, no entra a carga","Falla del presostato, el equipo no entra a carga",10,1,2024,ENERO,,29/01/2024,SBO2F,COMPRESOR DE ALTA 4-HA-4LT,"Falla presión del equipo, no entra a carga","Falla del presostato, el equipo no entra a carga"
29/01/2024,SBO6,,SOPLADORA SBO6,Fuga de aire por electroválvula de presoplado pues,Cambio de junta de vara por fuga de aire,30,1,2024,ENERO,,29/01/2024,SBO6,SOPLADORA SBO6,Fuga de aire por electroválvula de presoplado pues,Cambio de junta de vara por fuga de aire
30/01/2024,Jabonería Barranquilla,,CORTADORA DE JABONES EASYCUT,JABONES SE ATASCAN DENTRO DEL EQUIPO,BANDA INTERNA DISTENSIONADA Y PUENTE DESAJUSTADO,72,1,2024,ENERO,,30/01/2024,Jabonería Barranquilla,CORTADORA DE JABONES EASYCUT,JABONES SE ATASCAN DENTRO DEL EQUIPO,BANDA INTERNA DISTENSIONADA Y PUENTE DESAJUSTADO
30/01/2024,Jabonería Barranquilla,,CÁMARA DE VACIO L1,PERDIDA DE VACÍO EN SISTEMA,FUGA POR RETENEDORES EN MAL ESTADO,100,1,2024,ENERO,,30/01/2024,Jabonería Barranquilla,CÁMARA DE VACIO L1,PERDIDA DE VACÍO EN SISTEMA,FUGA POR RETENEDORES EN MAL ESTADO
30/01/2024,,,,Limpieza de cabezal por fuga de material,Limpieza de cabezal por soldadores,17,1,2024,ENERO,,30/01/2024,Jabonería Barranquilla,CÁMARA DE VACIO L1,Limpieza de cabezal por fuga de material,Limpieza de cabezal por soldadores
30/01/2024,Krupp No2,,SOPLADORA KRUPP N°2,Falla eléctrica en contactor calentamiento de máqu,Se encuentra falso contacto en el control 24v del contactor,25,1,2024,ENERO,,30/01/2024,Krupp No2,SOPLADORA KRUPP N°2,Falla eléctrica en contactor calentamiento de máqu,Se encuentra falso contacto en el control 24v del contactor
30/01/2024,Refinación Física Gianazza,,CALDERA WANSON (H9301),no arranca,bajo nivel de agua,416,1,2024,ENERO,,30/01/2024,Refinación Física Gianazza,CALDERA WANSON (H9301),no arranca,bajo nivel de agua
31/01/2024,Krupp No1,,SOPLADORA KRUPP N°1,Daño sensor de reja derecha,Se encuentra sensor golpeado,60,1,2024,ENERO,,31/01/2024,Krupp No1,SOPLADORA KRUPP N°1,Daño sensor de reja derecha,Se encuentra sensor golpeado
31/01/2024,,,,Limpieza de cabezal por fuga de material,Limpieza de cabezal por soldadores,20,1,2024,ENERO,,31/01/2024,Krupp No1,SOPLADORA KRUPP N°1,Limpieza de cabezal por fuga de material,Limpieza de cabezal por soldadores
01/02/2024,Bidones,,BANDA TRANSPORTADORAS ENVASE - CEDIS,correa salida en banda,correa salida en banda,50,1,2024,FEBRERO,,01/02/2024,Bidones,BANDA TRANSPORTADORAS ENVASE - CEDIS,correa salida en banda,correa salida en banda
01/02/2024,,,,Limpieza de cabezal por fuga de material,Limpieza de cabezal por soldadores,30,1,2024,FEBRERO,,01/02/2024,Bidones,BANDA TRANSPORTADORAS ENVASE - CEDIS,Limpieza de cabezal por fuga de material,Limpieza de cabezal por soldadores
01/02/2024,Linea 1 Sólidos Barranquilla,,COMPRESOR VILTER No2,daño en potenciometro,daño en potenciometro de apertura de valvula deslizante,100,1,2024,FEBRERO,,01/02/2024,Linea 1 Sólidos Barranquilla,COMPRESOR VILTER No2,daño en potenciometro,daño en potenciometro de apertura de valvula deslizante
01/02/2024,Linea 1 Sólidos Barranquilla,,COMPRESOR VILTER No2,fallo en compresor,fallo en compresor,68,1,2024,FEBRERO,,01/02/2024,Linea 1 Sólidos Barranquilla,COMPRESOR VILTER No2,fallo en compresor,fallo en compresor
02/02/2024,Krupp No2,,SOPLADORA KRUPP N°2,Fuga de aceite hidraulico por bloque de válvula,Correctivo por parte de contratista ITECO,40,1,2024,FEBRERO,,02/02/2024,Krupp No2,SOPLADORA KRUPP N°2,Fuga de aceite hidraulico por bloque de válvula,Correctivo por parte de contratista ITECO
02/02/2024,Linea 1 Sólidos Barranquilla,,COMPRESOR VILTER No2,alineación motor vilter,alineación motor vilter,90,1,2024,FEBRERO,,02/02/2024,Linea 1 Sólidos Barranquilla,COMPRESOR VILTER No2,alineación motor vilter,alineación motor vilter
02/02/2024,Linea 1 Sólidos Barranquilla,,COMPRESOR VILTER No2,calibracion potenciometro de capacidad,calibracion potenciometro de capacidad,30,1,2024,FEBRERO,,02/02/2024,Linea 1 Sólidos Barranquilla,COMPRESOR VILTER No2,calibracion potenciometro de capacidad,calibracion potenciometro de capacidad
02/02/2024,Linea 1 Sólidos Barranquilla,,COMPRESOR VILTER No2,compresor con baja presión de aceite y fuga de ace,compresor con baja presión de aceite y fuga de aceite,305,1,2024,FEBRERO,,02/02/2024,Linea 1 Sólidos Barranquilla,COMPRESOR VILTER No2,compresor con baja presión de aceite y fuga de ace,compresor con baja presión de aceite y fuga de aceite
03/02/2024,A2,,POSICIONADORA DE ENVASES A2,Falla de sensor de puertas de seguridad de la posi,Falla de sensor de puertas de seguridad de la posimat,50,1,2024,FEBRERO,,03/02/2024,A2,POSICIONADORA DE ENVASES A2,Falla de sensor de puertas de seguridad de la posi,Falla de sensor de puertas de seguridad de la posimat
03/02/2024,Bidones,,BANDAS TRANSPORTADORAS DE ACEITES Y GRASAS,fallo en sistema de bandas,fallo en sistema de bandas,45,1,2024,FEBRERO,,03/02/2024,Bidones,BANDAS TRANSPORTADORAS DE ACEITES Y GRASAS,fallo en sistema de bandas,fallo en sistema de bandas
03/02/2024,Jabonería Barranquilla,,BALANZA PARA JABON PELLET,no funciona,presenta alarma relacionada con calibración,240,1,2024,FEBRERO,,03/02/2024,Jabonería Barranquilla,BALANZA PARA JABON PELLET,no funciona,presenta alarma relacionada con calibración
03/02/2024,,,,Limpieza de cabezal por fuga de material,Limpieza de cabezal,27,1,2024,FEBRERO,,03/02/2024,Jabonería Barranquilla,BALANZA PARA JABON PELLET,Limpieza de cabezal por fuga de material,Limpieza de cabezal
03/02/2024,,,,Limpieza de cabezal por fuga de material,Limpieza de cabezal por soldadores,29,1,2024,FEBRERO,,03/02/2024,Jabonería Barranquilla,BALANZA PARA JABON PELLET,Limpieza de cabezal por fuga de material,Limpieza de cabezal por soldadores
03/02/2024,Krupp No2,,SOPLADORA KRUPP N°2,Falla eléctrica en avance pinza,"Rele eléctrico en mal estado, no habia repuesto en almacen",60,1,2024,FEBRERO,,03/02/2024,Krupp No2,SOPLADORA KRUPP N°2,Falla eléctrica en avance pinza,"Rele eléctrico en mal estado, no habia repuesto en almacen"
03/02/2024,Linea 1 Sólidos Barranquilla,,COMPRESOR VILTER No2,Mtto compresor vilter 2,Mtto compresor vilter 2,280,1,2024,FEBRERO,,03/02/2024,Linea 1 Sólidos Barranquilla,COMPRESOR VILTER No2,Mtto compresor vilter 2,Mtto compresor vilter 2
04/02/2024,A1,,CHILLER,Disparo en dos ocaciones de la bomba del chiller,Disparo en dos ocaciones de la bomba del chiller,17,1,2024,FEBRERO,,04/02/2024,A1,CHILLER,Disparo en dos ocaciones de la bomba del chiller,Disparo en dos ocaciones de la bomba del chiller
04/02/2024,Linea 1 Sólidos Barranquilla,,COMPRESOR VILTER No1,Disparos contantes del compresor vilter,"Disparos contantes del compresor vilter, por alto amperaje",28,1,2024,FEBRERO,,04/02/2024,Linea 1 Sólidos Barranquilla,COMPRESOR VILTER No1,Disparos contantes del compresor vilter,"Disparos contantes del compresor vilter, por alto amperaje"
04/02/2024,Linea 1 Sólidos Barranquilla,,PIN MACHINE L1,Cortocircuito de acometida del pin machine,Cortocircuito de acometida del pin machine,95,1,2024,FEBRERO,,04/02/2024,Linea 1 Sólidos Barranquilla,PIN MACHINE L1,Cortocircuito de acometida del pin machine,Cortocircuito de acometida del pin machine
05/02/2024,A1,,BANDA TRANSPORTADORAS ENVASE - CEDIS,Alineación de la banda del cedis,Alineación de la banda del cedis,30,1,2024,FEBRERO,,05/02/2024,A1,BANDA TRANSPORTADORAS ENVASE - CEDIS,Alineación de la banda del cedis,Alineación de la banda del cedis
05/02/2024,A1,,BANDA TRANSPORTADORAS ENVASE - CEDIS,fallo sistema de bandas,fallo sistema de bandas,92,1,2024,FEBRERO,,05/02/2024,A1,BANDA TRANSPORTADORAS ENVASE - CEDIS,fallo sistema de bandas,fallo sistema de bandas
05/02/2024,Bidones,,BANDA TRANSPORTADORAS ENVASE - CEDIS,Parada por daño en banda del cedis,Parada por daño en banda del cedis,80,1,2024,FEBRERO,,05/02/2024,Bidones,BANDA TRANSPORTADORAS ENVASE - CEDIS,Parada por daño en banda del cedis,Parada por daño en banda del cedis
05/02/2024,Refinación Física Gianazza,,BOMBA DEL BLANQUEADOR CONTINUO (P3263),fuerte ruido,elastómero partido,40,1,2024,FEBRERO,,05/02/2024,Refinación Física Gianazza,BOMBA DEL BLANQUEADOR CONTINUO (P3263),fuerte ruido,elastómero partido
06/02/2024,Linea 1 Sólidos Barranquilla,,COMPRESOR VILTER No2,fallo engranaje válvula de capacidad,fallo engranaje válvula de capacidad,35,1,2024,FEBRERO,,06/02/2024,Linea 1 Sólidos Barranquilla,COMPRESOR VILTER No2,fallo engranaje válvula de capacidad,fallo engranaje válvula de capacidad
06/02/2024,SBO6,,SOPLADORA SBO6,falla en el fluido electrico de la planta.,falla en el fluido electrico de la planta.,30,1,2024,FEBRERO,,06/02/2024,SBO6,SOPLADORA SBO6,falla en el fluido electrico de la planta.,falla en el fluido electrico de la planta.
07/02/2024,,,,Limpieza de cabezal por fuga de material,Limpieza de cabezal,69,2,2024,FEBRERO,,07/02/2024,SBO6,SOPLADORA SBO6,Limpieza de cabezal por fuga de material,Limpieza de cabezal
08/02/2024,Jabonería Barranquilla,,BANDA TRANSPORTADORA DE SALIDA DE JABONES DE LA CO,se frena,desgaste en la banda y se cambia,49,1,2024,FEBRERO,,08/02/2024,Jabonería Barranquilla,BANDA TRANSPORTADORA DE SALIDA DE JABONES DE LA CO,se frena,desgaste en la banda y se cambia
09/02/2024,Krupp No1,,SOPLADORA KRUPP N°1,Daño en tensor de cadena apertura y cierre de mold,Se parten tornillos que sujetan el tensor de la cadena,91,1,2024,FEBRERO,,09/02/2024,Krupp No1,SOPLADORA KRUPP N°1,Daño en tensor de cadena apertura y cierre de mold,Se parten tornillos que sujetan el tensor de la cadena
09/02/2024,,,,Limpieza de cabezal,Limpieza de cabezal,40,1,2024,FEBRERO,,09/02/2024,Krupp No1,SOPLADORA KRUPP N°1,Limpieza de cabezal,Limpieza de cabezal
09/02/2024,Linea 1 Sólidos Barranquilla,,SELLADORA DE CAJAS L1,fallo en banda de arrastre,fallo en banda de arrastre,173,1,2024,FEBRERO,,09/02/2024,Linea 1 Sólidos Barranquilla,SELLADORA DE CAJAS L1,fallo en banda de arrastre,fallo en banda de arrastre
10/02/2024,Krupp No2,,SOPLADORA KRUPP N°2,Desajuste de reja derecha,"Se desajusta reja, saliendose los rodamientos del riel",60,1,2024,FEBRERO,,10/02/2024,Krupp No2,SOPLADORA KRUPP N°2,Desajuste de reja derecha,"Se desajusta reja, saliendose los rodamientos del riel"
10/02/2024,Linea 1 Sólidos Barranquilla,,COMPRESOR VILTER No2,fallo compresor vilter,fallo compresor vilter,15,1,2024,FEBRERO,,10/02/2024,Linea 1 Sólidos Barranquilla,COMPRESOR VILTER No2,fallo compresor vilter,fallo compresor vilter
12/02/2024,Jabonería Barranquilla,,BOMBA DEL TANQUE 2J,bomba frenada,"desalineacción ,elastomero con tornillo partido",87,1,2024,FEBRERO,,12/02/2024,Jabonería Barranquilla,BOMBA DEL TANQUE 2J,bomba frenada,"desalineacción ,elastomero con tornillo partido"
12/02/2024,Krupp No1,,SOPLADORA KRUPP N°1,Falla electrica en zona 1 y 3 del barril,se detecto parametros fuera de rango en la zona 1 y 3,480,1,2024,FEBRERO,,12/02/2024,Krupp No1,SOPLADORA KRUPP N°1,Falla electrica en zona 1 y 3 del barril,se detecto parametros fuera de rango en la zona 1 y 3
12/02/2024,Krupp No1,,SOPLADORA KRUPP N°1,falla electrica en zona 1 y 3 del barril,"Temperatura por encima de rango, material quemado dentro del barril",240,1,2024,FEBRERO,,12/02/2024,Krupp No1,SOPLADORA KRUPP N°1,falla electrica en zona 1 y 3 del barril,"Temperatura por encima de rango, material quemado dentro del barril"
12/02/2024,Krupp No2,,SOPLADORA KRUPP N°2,Reja izquierda desajustada,Se sale reja izquierda,40,1,2024,FEBRERO,,12/02/2024,Krupp No2,SOPLADORA KRUPP N°2,Reja izquierda desajustada,Se sale reja izquierda
13/02/2024,Krupp No1,,SOPLADORA KRUPP N°1,"Falla eléctrica en zonas 2, 3 y 4",Temperaturas de zonas por encima de rango,80,1,2024,FEBRERO,,13/02/2024,Krupp No1,SOPLADORA KRUPP N°1,"Falla eléctrica en zonas 2, 3 y 4",Temperaturas de zonas por encima de rango
13/02/2024,Krupp No2,,SOPLADORA KRUPP N°2,Falla en reja derecha,"Se sale rodamiento de riel, se le hace mejora al sistema de cierre reubicando el rodamiento para evitar esta falla continua",147,1,2024,FEBRERO,,13/02/2024,Krupp No2,SOPLADORA KRUPP N°2,Falla en reja derecha,"Se sale rodamiento de riel, se le hace mejora al sistema de cierre reubicando el rodamiento para evitar esta falla continua"
13/02/2024,Krupp No2,,SOPLADORA KRUPP N°2,Intervención en software de Krupp 1,Personal Contratista estuvo copiando software de Krupp 2 a Krupp 1,78,1,2024,FEBRERO,,13/02/2024,Krupp No2,SOPLADORA KRUPP N°2,Intervención en software de Krupp 1,Personal Contratista estuvo copiando software de Krupp 2 a Krupp 1
13/02/2024,SBO2F,,SOPLADORA SBO2F,Fuga de aire por tobera puesto # 2,Se hace cambio de junta de vara por fuga de aire,30,1,2024,FEBRERO,,13/02/2024,SBO2F,SOPLADORA SBO2F,Fuga de aire por tobera puesto # 2,Se hace cambio de junta de vara por fuga de aire
14/02/2024,A1,,BANDA TRANSP. DE ENTRADA A LA ETIQUETEADORA A1,SOBRECALENTAMIENTO EN MOTOR,BANDA JIRAFA ATASCADA,150,1,2024,FEBRERO,,14/02/2024,A1,BANDA TRANSP. DE ENTRADA A LA ETIQUETEADORA A1,SOBRECALENTAMIENTO EN MOTOR,BANDA JIRAFA ATASCADA
14/02/2024,A2,,CHILLER,corto en bomba de recirculacion,corto circuito en bomba de circulacion de agua,130,1,2024,FEBRERO,,14/02/2024,A2,CHILLER,corto en bomba de recirculacion,corto circuito en bomba de circulacion de agua
14/02/2024,Jabonería Barranquilla,,BOMBA DE ALIMENTACIÓN CHILLER CARRIER,BBA DE AGUA FRIA DE TORRE GLACIAR FUERA DE SERVICI,DAÑOS ELECTROMECANICOS EN LA BBA Y MOTOR,261,1,2024,FEBRERO,,14/02/2024,Jabonería Barranquilla,BOMBA DE ALIMENTACIÓN CHILLER CARRIER,BBA DE AGUA FRIA DE TORRE GLACIAR FUERA DE SERVICI,DAÑOS ELECTROMECANICOS EN LA BBA Y MOTOR
